School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,Primary_Category,Is_High_School,Is_Middle_School,Is_Elementary_School,Is_Pre_School,Summary,Administrator_Title,Administrator,Secondary_Contact_Title,Secondary_Contact,Address,City,State,Zip,Phone,Fax,CPS_School_Profile,Website,Facebook,Twitter,Youtube,Pinterest,Attendance_Boundaries,Grades_Offered_All,Grades_Offered,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Statistics_Description,Demographic_Description,Dress_Code,PreK_School_Day,Kindergarten_School_Day,School_Hours,Freshman_Start_End_Time,After_School_Hours,Earliest_Drop_Off_Time,Classroom_Languages,Bilingual_Services,Refugee_Services,Title_1_Eligible,PreSchool_Inclusive,Preschool_Instructional,Significantly_Modified,Hard_Of_Hearing,Visual_Impairments,Transportation_Bus,Transportation_El,Transportation_Metra,Average_ACT_School,Mean_ACT,College_Enrollment_Rate_School,College_Enrollment_Rate_Mean,Graduation_Rate_School,Graduation_Rate_Mean,Overall_Rating,Rating_Status,Rating_Statement,Classification_Description,School_Year,Third_Contact_Title,Third_Contact_Name,Fourth_Contact_Title,Fourth_Contact_Name,Fifth_Contact_Title,Fifth_Contact_Name,Sixth_Contact_Title,Sixth_Contact_Name,Seventh_Contact_Title,Seventh_Contact_Name,Network,Is_GoCPS_Participant,Is_GoCPS_PreK,Is_GoCPS_Elementary,Is_GoCPS_High_School,Open_For_Enrollment_Date,Closed_For_Enrollment_Date,School_Latitude,School_Longitude,Location
400075,2600,66321,U OF C - DONOGHUE,University of Chicago - Donoghue,ES,false,false,true,true,"Donoghue offers enriched programming and balanced literacy with expert use of proven STEP system. Full-day Pre-K with rigorous early learning.  Donoghue received a national EPIC Award for significantly raising student achievement. Averaged two years of growth in NWEA math in 2013-14.  Donoghue has a culture of ""S.T.I.C.K ""Values Self-Control, Teamwork, Integrity, Commitment, and Kindness. Donoghue's Enriched programming +70% student participation. Laboratory Science offering hands-on experimental learning. Engaged parents which won Parent of the Month Award from INCS. Tutoring with University of Chicago partner programs. Donoghue is a part of a network that offers a high quality middle school option in network. Pre-K Superhighway UChicago Charter School",Director,Shamilya D. Woods,Assistant Director,Jarred Brown,707 E 37TH ST,Chicago,Illinois,60653,773-285-5301,773-285-2088,https://www.cps.edu/schools/schoolprofiles/400075,https://www.uchicagocharter.org,https://www.facebook.com/UCCharterSchool,http://twitter.com/UCCharterSchool,,,true,"PK,K,1,2,3,4,5","PK,K-5",506,348,34,15,469,10,1,0,1,0,0,1,0,24,There are 506 students enrolled at U OF C - DONOGHUE.  68.8% are Low Income Students.  6.7% are Diverse Learners.  3% are Limited English Learners.,The largest demographic at U OF C - DONOGHUE is Black.  This demographic makes up 92.7% of the student population.  The second greatest demographic is Other at 4.9%.,true,Full Day,Full Day,8:00 AM-3:30 PM,,3:30 PM-6:00 PM,07:30 AM,,,,true,,,,,,"4, 39, 3",,,,,,,,,Level 2,NOT APPLICABLE,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,Operations Manager,Carol Love,Admissions Director,Carla Scott,,,,,,,Charter,false,false,false,false,09/01/2004,,41.827726,-87.608501,POINT (-87.608501 41.827726)
609908,3250,23131,ESMOND,Esmond Elementary School,ES,false,true,true,true,"Esmond service students in Grades Pre-K-8th while implementing research-based instruction. We also offer educational programs for grades 6th - 8th in our International Baccalaureate Middile Years Program (I.B.M.Y.P.) Students are eligible to participate in after-school programs designed to strengthen reading, math, and science as we promote critical thinking skills and prepare all students to become college and career ready. Through 21st Century Community Partnership, we also offer educational programs to further develop social skills, such as hip hop dance, hair braiding, cheerleading, African Dance / Drums, cooking skills and world cuisine, line dancing for adults, multi media / library and science / math club, martial arts and numerous sports activities.",Principal,Angela Rene Tucker,Other,Mr. Edwin B. Mason,1865 W MONTVALE AVE,Chicago,Illinois,60643,773-535-2650,773-535-2676,https://www.cps.edu/schools/schoolprofiles/609908,https://esmond.cps.edu,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",274,214,37,1,268,5,1,0,0,0,0,0,0,0,There are 274 students enrolled at ESMOND.  78.1% are Low Income Students.  13.5% are Diverse Learners.  0.4% are Limited English Learners.,The largest demographic at ESMOND is Black.  This demographic makes up 97.8% of the student population.  The second greatest demographic is Hispanic at 1.8%.,true,Half Day,Full Day,07:45 AM-02:45 PM,,3:00 p.m. - 5:00 p.m.,7:45 a.m.,,,,true,,,,,,112,Red,Rock Island District (RI),,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,,,,,,,,,,,Network 10,true,false,true,false,09/01/2004,,41.68942,-87.669159,POINT (-87.669159 41.68942)
400124,9041,66107,YCCS - MCKINLEY,YCCS- McKinley Lakeside Leadership HS,HS,true,false,false,false,YCCS - McKinley Lakeside Leadership Academy,Director,Irma Plaxico,Assistant Principal,David Hester,2920 S WABASH AVE,Chicago,Illinois,60616,312-949-5010,312-949-5015,https://www.cps.edu/schools/schoolprofiles/400124,https://yccs.us/campuses,https://www.facebook.com/McKinleyLakesideLeadershipAcademy/,,,,false,"9,10,11,12",9-12,141,123,33,2,134,4,0,2,0,0,0,0,0,1,There are 141 students enrolled at YCCS - MCKINLEY.  87.2% are Low Income Students.  23.4% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at YCCS - MCKINLEY is Black.  This demographic makes up 95% of the student population.  The second greatest demographic is Hispanic at 2.8%.,false,,,8:15 AM - 4:30 PM,,,,,false,,true,,,,,,29,Green,,,,15.8,67.2,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Options,false,false,false,false,07/01/2012,,41.841331,-87.625331,POINT (-87.625331 41.841331)
400157,9614,66577,NOBLE - BAKER HS,Noble - Baker College Prep,HS,true,false,false,false,.,Director,Mary Arrigo,Dean of Students,Robin Martin,2710 E 89TH ST,Chicago,Illinois,60617,773-535-6460,773-913-0346,https://www.cps.edu/schools/schoolprofiles/400157,https://nobleschools.org/baker,,,,,false,"9,10,11,12",9-12,252,209,63,34,200,48,0,1,0,0,0,3,0,0,There are 252 students enrolled at NOBLE - BAKER HS.  82.9% are Low Income Students.  25% are Diverse Learners.  13.5% are Limited English Learners.,The largest demographic at NOBLE - BAKER HS is Black.  This demographic makes up 79.4% of the student population.  The second greatest demographic is Hispanic at 19%.,true,,,"Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm","Mon - Thurs 7:45 am - 3:30 pm, Fri 7:45am- 1:15 pm",3:30 pm - 5:00 pm,7:00 am,"Spanish, Spanish for Heritage Speakers",false,false,true,,,,,,"30, 87, 95",Red,Metra Electric District (ME),,,83.6,67.2,81.1,78.9,Level 2+,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,Dean of Instruction,Lamanda Odutayo,Dean of Operation,Yesenia Santoyo,,,,,,,Charter,true,false,false,true,07/01/2013,,41.734622,-87.556201,POINT (-87.556201 41.734622)
610533,8023,22581,PRIETO,Dr Jorge Prieto Math and Science,ES,false,true,true,true,"Dr. Jorge Prieto Math and Science is a GREEN SCHOOL! Our green status drives student inquiry and helps to develop year-long projects. At Prieto Academy we have implemented the Dual Language Program, Everyday Math Program, Balanced Literacy Approach and FOSS/STC and SEPUP Science curriculum all of which provide our students with hands-on, student-centered learning experiences.
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Andrew R Friesema,Principal,Andrew R. Friesema,2231 N CENTRAL AVE,Chicago,Illinois,60639,773-534-0210,773-534-0211,https://www.cps.edu/schools/schoolprofiles/610533,http://prieto.cps.edu,,http://twitter.com/prietoacademy,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",790,637,129,419,29,748,8,1,3,0,0,1,0,0,There are 790 students enrolled at PRIETO.  80.6% are Low Income Students.  16.3% are Diverse Learners.  53% are Limited English Learners.,The largest demographic at PRIETO is Hispanic.  This demographic makes up 94.7% of the student population.  The second greatest demographic is Black at 3.7%.,true,Full Day,Full Day,08:45 AM-03:45 PM,,,,,true,,true,,,,,,"65, 85",,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Assistant Principal,Kenneth Cuellar,,,,,,,,,Network 3,true,false,true,false,07/01/2009,,41.921318,-87.765781,POINT (-87.765781 41.921318)
400079,3344,66395,ACERO - ZIZUMBO,Acero Charter Schools - SPC Daniel Zizumbo,ES,false,true,true,false,"Zizumbo, which opened in 2008, serves more than 630 students from kindergarten to eighth grade. It earned a Level 1 SQRP rating in 2018. Reading and math attainment scores reached the 86th and 78th percentiles. Zizumbo prides itself on a rigorous curriculum, an individualized approach and strong parent partnerships. Students can participate in six different athletic teams, including Girls on the Run. Zizumbo also offers art club and student council and participates in the Odyssey of the Mind creative problem solving competition, where its teams have earned top rankings in their division at the state level. 
   
 At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Christopher Allen,Assistant Principal,Analaura Alcantar,4248 W 47TH ST,Chicago,Illinois,60632,773-579-3470,773-376-5605,https://www.cps.edu/schools/schoolprofiles/400079,http://dz.aceroschools.org,https://www.facebook.com/zizumboaceroschools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,false,"K,1,2,3,4,5,6,7,8",K-8,572,443,55,292,1,558,7,3,0,0,0,2,0,1,There are 572 students enrolled at ACERO - ZIZUMBO.  77.4% are Low Income Students.  9.6% are Diverse Learners.  51% are Limited English Learners.,The largest demographic at ACERO - ZIZUMBO is Hispanic.  This demographic makes up 97.6% of the student population.  The second greatest demographic is White at 1.2%.,true,,Full Day,8:00 AM-3:30 PM,,,07:15 AM,Spanish,true,,true,,,,,,"47, 53A",Orange,,,,,,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Charter,false,false,false,false,07/01/2008,,41.810135,-87.730495,POINT (-87.730495 41.810135)
609830,2550,22491,BRUNSON,Milton Brunson Math & Science Specialty ES,ES,false,true,true,true,"Milton R. Brunson School is committed to nurturing the whole child by cultivating learners to become responsible advocates, autonomous decision-makers, and contributing global citizens that are agents of change. At Brunson, we believe in creating a stimulating environment that provides a rigorous and engaging curriculum tailored to meet individual learners’ academic instructional needs designed with their interests in mind. We are a Personalized Learning School. Our students are provided individualized learning plans where they are afforded opportunities to engage in academic learning experiences at their own pace, independently or in small groups. Teachers and students collaborate to co-design their learning paths through learner work menus and skill-focused instruction. In addition, we are a Mathematics and Science Magnet Cluster School, where we offer math, science, and technology as our core curriculum. Brunson is equipped with two science labs, a computer lab, and an art room. Brunson offers Boys and Girls Club, You Can Be A Chemist, Sports Programs, and Communities In School Partnerships.",Principal,Carol Diane Wilson,Assistant Principal,LaToya Woods,932 N CENTRAL AVE,Chicago,Illinois,60651,773-534-6025,773-534-6031,https://www.cps.edu/schools/schoolprofiles/609830,https://brunsonbulldogs.org,,,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",428,297,72,17,372,54,0,0,1,0,0,0,1,0,There are 428 students enrolled at BRUNSON.  69.4% are Low Income Students.  16.8% are Diverse Learners.  4% are Limited English Learners.,The largest demographic at BRUNSON is Black.  This demographic makes up 86.9% of the student population.  The second greatest demographic is Hispanic at 12.6%.,true,Full and Half Day,Full Day,07:45 AM-02:45 PM,,2:45-5:30,7:45 AM,,,,true,true,true,,,,"66, 85",Green,,,,,,,,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2021-2022,Clerk,Emannuel Verdi,Counselor,Kila English,,,,,,,Network 3,true,false,true,false,09/01/2004,,41.897663,-87.765606,POINT (-87.765606 41.897663)
610568,9633,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,HS,true,false,false,false,,Principal,,,,3100 W BELMONT AVE,Chicago,Illinois,60618,773-588-5007,773-588-5009,https://www.cps.edu/schools/schoolprofiles/610568,https://pathwaysineducation.org,https://www.facebook.com/PathwaysInEducationIL,https://twitter.com/pathwaysil,,https://www.pinterest.com/PieIllinois/,false,"9,10,11,12",9-12,285,183,50,31,33,213,30,3,0,0,0,5,1,0,There are 285 students enrolled at PATHWAYS - AVONDALE HS.  64.2% are Low Income Students.  17.5% are Diverse Learners.  10.9% are Limited English Learners.,The largest demographic at PATHWAYS - AVONDALE HS is Hispanic.  This demographic makes up 74.7% of the student population.  The second greatest demographic is Black at 11.6%.,false,,,,,,,,,,,,,,,,,,,,,23.7,67.2,8.7,78.9,Level 1,NOT APPLICABLE,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that have their own processes for enrollment.,School Year 2021-2022,,,,,,,,,,,Options,false,false,false,false,07/01/2013,,41.939433,-87.705206,POINT (-87.705206 41.939433)
610380,7200,55161,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,HS,true,false,false,false,"Our Vision at Daniel Hale Williams Preparatory School of Medicine is to create an institution that will become a part of the medical school pipeline addressing the attrition of underrepresented minority medical school student applicants. It is also our vision that all students will develop lifelong habits of mind such as responsibility, accountability, discipline, collaboration, continuous inquiry and a determination to succeed. 
 
Our mission at Daniel Hale Williams Preparatory School of Medicine is to involve all students in rigorous and engaging coursework that prepares them for college; assisting all students in becoming critical thinkers in reading, writing and problem-solving, while creating a professional learning community of students, parents, teachers and administrators. 
 
All Faculty and Staff have high expectations for establishing and maintaining an academic culture of achievement and learning. It is our firm belief that all students can learn and we are responsible for preparing them as the Pipeline to the College Bound. We pride ourselves as a learning community committed to preparing our students to enter the world as young adults who are Prompt, Prepared, Resp",Principal,Jullanar N Naselli,School Clerk,Tenisha Spearman,4934 S WABASH AVE,Chicago,Illinois,60615,773-535-1120,773-535-1023,https://www.cps.edu/schools/schoolprofiles/610380,https://dhwprepmed.org,,,,,false,"9,10,11,12",9-12,62,58,8,0,60,1,0,0,0,0,0,1,0,0,There are 62 students enrolled at WILLIAMS HS.  93.5% are Low Income Students.  12.9% are Diverse Learners.  0.0% are Limited English Learners.,The largest demographic at WILLIAMS HS is Black.  This demographic makes up 96.8% of the student population.  The second greatest demographic is Hispanic at 1.6%.,true,,,8:05 am-3:20 pm,,3:30 pm - 7:00 pm,7:15 am,"Latin, Spanish",true,false,true,,,,,,"1, 15, 29","Green, Red",,,,79.3,67.2,92.5,78.9,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2021-2022,Counselor,Jakendra Williams,,,,,,,,,Network 17,true,false,false,true,09/01/2005,,41.806118,-87.62503,POINT (-87.62503 41.806118)
400101,8094,66398,ACERO - CISNEROS,Acero Charter Schools - Sandra Cisneros,ES,false,true,true,false,"Cisneros, opened in 2010, serves approximately 525 students from kindergarten to eighth grade. Cisneros earned an SQRP rating of 1+ in 2018. Both reading and math growth scores exceeded the national average in 2016. At Cisneros, writing is a core part of the school's rigorous and individualized academic programming. Students can supplement their academic experience with a variety of extracurricular activities such as sports, drama, choir, student council and K-4 Camp. Recognizing the importance of parent partnerships, Cisneros hosts a variety of family engagement events throughout the school year to connect families to the school community. From a play-inspired, language-immersive Kindergarten experience to the individualized high school support program, the foundation is laid for students to succeed while at Cisneros and beyond.  
  At Acero Schools, our mission is transforming minds through academic empowerment and success. We provide a strong academic foundation for students at the elementary level to help them master the fundamental skills necessary for success in high school and beyond.",Director,Jill Keller,Assistant Principal,Rachael Carnacchio,2744 W PERSHING RD,Chicago,Illinois,60632,773-376-8830,773-376-8825,https://www.cps.edu/schools/schoolprofiles/400101,http://sc.aceroschools.org,http://www.facebook.com/CisnerosAceroSchools,https://twitter.com/aceroschools,https://www.youtube.com/channel/UCmfIQzdtWyRnJ0PDwYIfc7w,,false,"K,1,2,3,4,5,6,7,8",K-8,478,418,73,268,9,462,5,1,1,0,0,0,0,0,There are 478 students enrolled at ACERO - CISNEROS.  87.4% are Low Income Students.  15.3% are Diverse Learners.  56.1% are Limited English Learners.,The largest demographic at ACERO - CISNEROS is Hispanic.  This demographic makes up 96.7% of the student population.  The second greatest demographic is Black at 1.9%.,true,,Full Day,8:00 AM - 3:30 PM,,,7:30 AM,Spanish,true,,true,,,,,,,,,,,,,,,Level 1,NOT APPLICABLE,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that are open to all Chicago children, but operate independently from the Board and each other. Acceptance based on application and random lottery, if applicable.",School Year 2021-2022,,,,,,,,,,,Charter,false,false,false,false,07/01/2010,,41.822884,-87.693996,POINT (-87.693996 41.822884)
610271,6920,29341,JENSEN,Jensen Elementary Scholastic Academy,ES,false,true,true,true,"Jensen offers its students a wide variety of innovative and unique programs and is an active participant in the Chicago Math and Science Initiative. Jensen also offers comprehensive gifted programs. Jensen’s facilities include dedicated labs for science and computer, as well as Internet connections in every classroom.",Principal,Beverly P Patton,Assistant Principal,Beverly Jordan,3030 W HARRISON ST,Chicago,Illinois,60612,773-534-6840,773-534-6722,https://www.cps.edu/schools/schoolprofiles/610271,http://jensen.cps.edu,https://www.facebook.com/jensenscholasticacademy,https://twitter.com/JensenScholars,,,true,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",291,251,29,4,284,6,0,0,0,0,0,1,0,0,There are 291 students enrolled at JENSEN.  86.3% are Low Income Students.  10% are Diverse Learners.  1.4% are Limited English Learners.,The largest demographic at JENSEN is Black.  This demographic makes up 97.6% of the student population.  The second greatest demographic is Hispanic at 2.1%.,true,Full and Half Day,Full Day,08:45 AM-03:45 PM,,03:45-05:45,08:15 AM,,,,true,,,,,,"7, 52",Blue,,,,,,,,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2021-2022,,,,,,,,,,,Network 5,true,false,true,false,09/01/2004,,41.873815,-87.702241,POINT (-87.702241 41.873815)
